영화제목,에그지수,성별,연령별,감독/등장인물,관람포인트,실관람평개수
355,83.0,"성별예매 분포: 남 42%, 여 58%","연령별예매 분포: 10대 2%, 20대 21%, 30대 25%, 40대 25%, 50대 27%","감독 사이먼 킨버그, 에드가 라미레즈, 세바스찬 스탠, 루피타 뇽오, 다이앤 크루거",배우연기가 메소드급인 스트레스가 해소되는 영화,3752
짬뽕비권,0.0,"성별예매 분포: 남 80%, 여 20%","연령별예매 분포: 10대 0%, 20대 20%, 30대 0%, 40대 80%, 50대 0%","감독 박동기, 황지연, 백수장, 조운",스토리가 탄탄하고 몰입하여 보게 되는 영화,2
인어가 잠든 집,90.0,"성별예매 분포: 남 46%, 여 54%","연령별예매 분포: 10대 2%, 20대 15%, 30대 27%, 40대 28%, 50대 29%","감독 츠츠미 유키히코, 시노하라 료코, 카와에이 리나, 사카구치 켄타로, 니시지마 히데토시",배우연기가 메소드급인 몰입하여 보게 되는 영화,2272
나의 촛불,90.0,"성별예매 분포: 남 47%, 여 53%","연령별예매 분포: 10대 1%, 20대 5%, 30대 17%, 40대 39%, 50대 38%","감독 김의성, 감독 주진우, 박영수, 유시민, 추미애",스토리가 탄탄하고 공감되는 영화,1361
리코리쉬 피자,86.0,"성별예매 분포: 남 48%, 여 52%","연령별예매 분포: 10대 1%, 20대 33%, 30대 35%, 40대 17%, 50대 13%","감독 폴 토마스 앤더슨, 숀 펜, 브래들리 쿠퍼, 쿠퍼 호프만, 베니 사프디",배우연기가 메소드급인 유쾌한 영화,2094
벨파스트,95.0,"성별예매 분포: 남 44%, 여 56%","연령별예매 분포: 10대 1%, 20대 21%, 30대 32%, 40대 23%, 50대 23%","감독 케네스 브래너, 주디 덴치, 주드 힐, 제이미 도넌, 케이트리오나 발피",배우연기가 메소드급인 감동적인 영화,2215
나일 강의 죽음,89.0,"성별예매 분포: 남 46%, 여 54%","연령별예매 분포: 10대 2%, 20대 23%, 30대 30%, 40대 24%, 50대 22%","감독 케네스 브래너, 아미 해머, 로즈 레슬리, 아네트 베닝, 에마 매키",영상미가 뛰어나고 몰입하여 보게 되는 영화,8520
극장판 주술회전 0,95.0,,"연령별예매 분포: 10대 23%, 20대 46%, 30대 12%, 40대 12%, 50대 7%","감독 박성후, 세키 토모카즈, 사쿠라이 타카히로, 코마츠 미카코, 나카무라 유이치, 하나자와 카나",영상미가 뛰어나고 몰입하여 보게 되는 영화,11480
애니멀 체인지,0.0,"성별예매 분포: 남 36%, 여 64%","연령별예매 분포: 10대 0%, 20대 7%, 30대 35%, 40대 50%, 50대 7%","감독 정량, 정성원, 박시윤, 석승훈, 김용",영상미가 뛰어나고 상상력을 자극하는 영화,43
매미소리,86.0,"성별예매 분포: 남 61%, 여 39%","연령별예매 분포: 10대 0%, 20대 10%, 30대 21%, 40대 32%, 50대 37%","감독 이충렬, 조경현, 송가인, 주보비, 서연우",배우연기가 메소드급인 몰입하여 보게 되는 영화,108
안테벨룸,87.0,"성별예매 분포: 남 44%, 여 56%","연령별예매 분포: 10대 3%, 20대 31%, 30대 29%, 40대 19%, 50대 18%","감독 제라드 부시, 감독 크리스토퍼 렌즈, 자넬 모네, 잭 휴스턴, 지나 말론",배우연기가 메소드급인 몰입하여 보게 되는 영화,3708
역으로 가는 길을 알려줘,91.0,"성별예매 분포: 남 51%, 여 49%","연령별예매 분포: 10대 0%, 20대 16%, 30대 28%, 40대 31%, 50대 25%","감독 하시모토 나오키, 닛츠 치세, 아리무라 카스미, 오이다 요시",배우연기가 메소드급인 감동적인 영화,259
수지,0.0,,,"감독 양해훈, 윤소시, 임지규",배우연기가 메소드급인 몰입하여 보게 되는 영화,0
아이돌레시피,0.0,"성별예매 분포: 남 75%, 여 25%","연령별예매 분포: 10대 0%, 20대 17%, 30대 42%, 40대 28%, 50대 14%","감독 이호성, 손병호, 이지훈, 배우희, 유호연",배우연기가 메소드급인 몰입하여 보게 되는 영화,16
리프레쉬,0.0,"성별예매 분포: 남 51%, 여 49%","연령별예매 분포: 10대 0%, 20대 9%, 30대 46%, 40대 20%, 50대 26%","감독 김길영, 손성호, 강창모, 찬미, 홍경인",OST가 명곡인 몰입하여 보게 되는 영화,45
거래완료,94.0,"성별예매 분포: 남 53%, 여 48%","연령별예매 분포: 10대 1%, 20대 12%, 30대 29%, 40대 30%, 50대 28%","감독 조경호, 이원종, 조성하, 최희진, 전석호",배우연기가 메소드급인 공감되는 영화,1121
해피 에로 크리스마스,0.0,,,"감독 이건동, 장항선, 김지영, 박영규, 김선아",배우연기가 메소드급인 감동적인 영화,0
몽정기2,0.0,,,"감독 정초신, 서정민, 전혜빈, 신주아, 송은채",배우연기가 메소드급인 몰입하여 보게 되는 영화,520
똥파리,0.0,"성별예매 분포: 남 57%, 여 43%","연령별예매 분포: 10대 2%, 20대 41%, 30대 33%, 40대 12%, 50대 13%","감독 양익준, 이환, 김꽃비, 양익준",배우연기가 메소드급인 몰입하여 보게 되는 영화,364
인민을 위해 복무하라,61.0,"성별예매 분포: 남 53%, 여 47%","연령별예매 분포: 10대 0%, 20대 20%, 30대 23%, 40대 28%, 50대 29%","감독 장철수, 김지철, 지안, 연우진, 조성하",배우연기가 메소드급인 몰입하여 보게 되는 영화,2709
언차티드,90.0,,"연령별예매 분포: 10대 4%, 20대 27%, 30대 27%, 40대 25%, 50대 17%","감독 루벤 플레셔, 안토니오 반데라스, 타티 가브리엘, 톰 홀랜드, 소피아 알리",배우연기가 메소드급인 스트레스가 해소되는 영화,0
나이트메어 앨리,93.0,"성별예매 분포: 남 44%, 여 56%","연령별예매 분포: 10대 1%, 20대 27%, 30대 35%, 40대 20%, 50대 16%","감독 기예르모 델 토로, 케이트 블란쳇, 토니 콜렛, 론 펄먼, 루니 마라, 메리 스틴버겐",배우연기가 메소드급인 몰입하여 보게 되는 영화,3129
스펜서,88.0,"성별예매 분포: 남 35%, 여 65%","연령별예매 분포: 10대 1%, 20대 24%, 30대 33%, 40대 23%, 50대 19%","크리스틴 스튜어트, 감독 파블로 라라인",배우연기가 메소드급인 몰입하여 보게 되는 영화,5039
이상한 나라의 수학자,95.0,,"연령별예매 분포: 10대 3%, 20대 21%, 30대 25%, 40대 30%, 50대 22%","감독 박동훈, 최민식, 조윤서, 김동휘, 박병은",배우연기가 메소드급인 감동적인 영화,8607
